99567,9 9 0 123 9 123 9 11 9 14 9 11 9 11 11 9 14 9 14 9 9 9 9 9 9 41 456 9 9 41 24 9 24 9 14 9 14 14 9 9 20 9 20 9 9 14 9 9 14 9 9 9 9 9 9 9 9 9 14 9 9 9 9 9 14 14 81 81 14 8 8 9 67 8 14 14 8 8 8 67 9 8 8 8 8 8 8 8 8 8 9 9 62 58 9 9 9 9 9 9 9 9 14 14 14 14 9 14 9 14 9 9 67 9 67 67 9 9 14 9 14 14 9 9 14 9 9 9 5 14 9 9 9 14 9 14 9 14 14 9 9 212 212 9 9 212 9 14 9 9 9 9 8 8 8 8 8 14 8 8 9 14 14 14 9 9 14 14 14 14 9 14 14 9 9 54 14 14 14 9 8 8 8 14 14 14 9 14 9 14 14 14 14 14 9 9 67 14 14 14 9 67 9 67 9 9 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 9 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 143 14 143 14 143 14 143 143 14 14 9 14 14 9 14 9 14 14 14 14 14 14 14 16 9 14 14 14 14 14 14 9 14 14 9 14 9 9 9 9 14 14 9 9 14 9 14 9 9 58 58 14 58 58 58 58 58 14 14 58 14 58 58 58 14 58 14 14 58 58 58 14 58 9 58 58 9 14 58 9 58 14 14 14 14 14 14 14 14 14 14 58 8 14 8 8 14 14 14 14 14 14 8 8 8 8 14 8 8 8 8 8 8 14 8 8 8 8 14 14 9 14 14 14 14 14 14 14 14 14 14 14 9 14 14 9 14 9 14 9 16 14 9 16 14 14 14 14 9 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 9 14 14 14 14 14 14 14 14 14 14 14 14 277 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 8 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
556825,0 1 2 0 0 2 0 2 3 2 0 0 0 2 0 2 3 75 0 3 0 2 1 3 0 2 32 0 17 3 3 0 0 2 0 0 2 2 2 0 3 2 0 0 2 0 2 0 2 2 0 0 2 0 3 2 2 0 81 2 0 2 0 2 0 0 2 0 2 0 2 0 0 2 3 0 2 2 0 2 0 2 3 0 2 0 2 0 2 0 2 0 0 2 0 2 109 0 0 2 2 0 2 0 0 0 0 0 0 0 2 0 0 2 0 2 2 0 2 0 0 33 2 33 0 2 2 2 0 23 0 2 0 2 2 2 0 2 3 2 0 2 2 0 3 0 3 0 3 2 0 3 79 28 2 0 0 2 0 3 2 1 2 7 0 2 2 7 1 26 2 1 0 3 26 2 1 2 1 0 3 3 0 2 2 1 2 1 0 2 1 3 2 3 2 3 0 1 0 3 0 3 2 26 1 3 0 26 2 3 2 67 2 106 0 3 1 0 10 3 2 0 3 0 2 3 4 2 0 3 4 10 0 2 21 4 3 4 17 0 2 2 4 2 3 3 3 1 3 3 3 2 3 3 4 3 0 3 2 30 3 4 0 2 0 4 2 3 4 0 4 3 3 0 2 4 2 3 2 4 49 3 4 0 0 2 3 3 4 2 0 0 3 4 2 0 35 2 3 4 3 0 2 3 0 4 3 0 2 0 0 4 3 2 0 3 2 0 3 4 0 15 15 0 2 3 15 0 2 3 4 2 0 15 15 0 3 4 2 0 3 0 2 12 0 2 3 4 0 2 2 2 4 3 2 0 2 3 4 0 0 2 3 0 55 4 3 0 2 4 4 3 0 2 4 3 0 7 2 0 4 3 2 0 2 4 3 2 2 4 2 0 2 0 2 2 3 4 2 0 3 4 2 4 3 0 2 3 0 2 3 4 2 22 0 2 3 4 3 0 2 0 2 0 2 3 4 8 3 2 0 0 3 4 2 0 3 2 0 4 3 0 2 4 0 41 41 0 2 0 41 3 4 49 3 0 2 3 2 0 3 132 4 2 2 0 2 4 3 2 88 4 3 2 96 1 2 0 2 4 2 2 3 2 0 3 4 3 2 3 2 0 0 2 3 4 2 0 42 2 0 42 1 2 2 2 2 4 87 3 0 2 15 4 2 3
178073,0 3 0 3 2 0 3 3 0 0 3 0 0 3 0 3 0 3 73 0 3 0 1 3 0 3 1 0 3 0 3 0 3 8 0 1 3 1 0 0 3 0 0 1 0 3 3 0 0 3 3 0 0 3 139 28 3 139 3 1 0 0 3 3 3 0 8 3 0 0 3 3 0 3 1 3 0 0 3 0 0 3 3 3 0 3 1 0 3 1 1 3 3 3 1 1 1 0 3 0 3 3 0 28 1 28 0 1 1 0 1 3 0 3 3 0 1 1 0 2 50 0 3 0 3 3 0 3 0 3 0 2 0 2 0 2 3 2 3 0 3 2 0 3 2 0 0 3 0 0 0 1 3 1 0 3 0 1 1 3 3 3 1 0 1 1 1 1 0 3 1 0 1 1 3 0 1 3 3 3 0 1 3 0 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 3 0 1 3 0 3 1 1 3 3 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 3 0 1 1 0 1 1 1 1 3 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 3 1 1 3 1 0 0 0 1 3 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 3 0 1 1 0 1 1 1 1 1 1 1 1 0 1 3 1 1 0 1 1 1 1 1 1 0 11 1 0 1 3 0 22 2 0 0 3 0 0 0 0 1 1 1 89 1 1 1 1 1 1 1 1 1 1 1 3 1 0 0 1 2 11 0 3 1 89 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 3 1 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 1 1 1 1 2 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 3 1 3 0 3 1 1 2 2 0 35 35 0 35 0 1 0 1 0 3 1 0 15 3 0 1 1 0 1 0 83 83 1 0 3 1 83 2 83 1 0 1 2 0 83 2 2 2 2 85 2 2 2 0 1 3 3 0 3 2 3 2 2 0 2 1 43 2 3 2 3 1 43 2 2 2 2 2 1 2 2 2 2 2 2 7 2 23 2 7 2 7 2 65 1 2 0 0 2 2 2 2 0 1 2 0 2 2 2 0 2 0 0 2 2 0 3 0 1 1 1 1 2 0 1 1 1 1 3 0 0 0 0 1 0 3 3 0 3 0 2 0 2 0 0 2 0 0 2 0 0 2 88 2 0 0 2 0 2 0 2 2 2 2 0 2 2 0 9 9 0 0 0 9 0 0 0 9 0 1 0 0 0 0
417601,1 67 1 1 0 1 76 1 1 1 1 1 1 1 1 0 0 1 17 1 84 1 0 84 1 0 1 179 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 32 1 1 0 0 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 0 1 1 0 33 1 33 0 1 1 1 1 11 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 27 1 1 1 1 1 27 0 1 0 27 1 0 27 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0 59 1 1 0 1 1 0 0 1 1 0 0 62 1 0 1 0 1 1 1 1 1 0 38 1 1 1 1 38 0 1 1 1 38 0 0 1 0 1 0 1 10 0 1 1 1 1 0 1 0 0 0 34 1 0 34 0 3 10 0 1 10 0 0 17 1 0 17 0 0 17 0 1 1 0 3 0 0 1 1 3 0 0 1 0 1 3 0 0 3 1 0 0 0 1 1 1 3 1 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 17 17 0 0 0 0 0 68 1 3 0 1 0 0 1 35 0 1 0 0 1 0 59 1 3 0 1 1 1 1 1 0 15 1 15 1 43 15 0 0 15 15 0 59 0 1 0 0 4 0 0 4 0 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 0 0 1 0 1 0 1 22 0 1 0 22 0 22 1 1 22 0 0 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 0 1 0 1 1 0 1 0 2 0 1 1 0 1 3 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 66 0 0 42 1 0 1 44 42 0 1 44 0 42 80 0 1 145 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0
674847,0 2 3 0 2 77 376 142 0 3 2 0 2 0 0 0 2 0 0 0 0 2 2 0 10 2 3 1 1 2 0 0 0 1 3 0 2 0 0 0 0 2 2 0 2 2 0 3 2 0 0 0 2 2 0 2 0 0 0 3 8 50 0 8 0 0 2 0 2 0 0 0 2 0 0 2 3 0 2 3 50 0 2 0 0 2 0 2 5 0 3 0 5 0 2 0 0 2 7 0 0 0 2 3 2 23 0 23 2 2 0 3 2 0 2 0 0 3 3 2 0 2 3 0 0 2 2 0 2 0 0 2 3 0 0 0 0 2 0 2 7 0 2 0 3 0 0 0 0 25 36 0 2 2 25 0 25 0 0 2 0 3 2 0 26 3 0 27 26 2 27 0 26 2 2 0 1 0 2 0 2 0 0 2 0 2 2 4 4 0 0 2 2 0 0 0 2 0 4 4 0 2 0 4 0 4 2 0 2 0 0 0 106 2 2 0 10 2 0 0 2 2 0 0 34 0 2 34 0 34 2 0 2 0 0 2 2 0 0 2 0 2 0 2 0 2 3 0 0 3 0 1 0 2 3 0 0 2 0 0 2 0 11 22 2 0 2 3 0 0 2 0 0 0 0 0 0 0 4 2 61 4 0 2 17 0 17 2 4 0 17 2 19 3 0 19 2 15 0 3 0 2 0 0 4 2 0 2 110 0 2 0 0 35 35 2 0 0 2 0 0 2 0 3 0 0 0 2 0 0 2 0 15 2 0 0 15 6 0 15 0 15 0 15 0 15 15 0 15 6 2 0 6 0 6 0 0 6 0 0 2 0 0 2 0 0 0 0 3 2 0 0 0 2 0 21 0 0 2 0 0 2 0 0 0 2 0 0 6 2 0 0 0 4 4 4 0 4 0 6 6 6 0 4 4 0 2 7 4 0 0 6 6 0 0 0 2 0 2 0 0 173 6 173 6 2 0 0 2 0 0 0 2 0 0 2 0 16 6 3 2 0 0 0 2 0 0 0 6 33 0 50 0 2 22 0 0 22 6 22 0 6 0 22 2 0 22 0 6 0 2 2 0 0 2 6 2 0 6 0 2 0 0 0 6 0 6 0 0 0 0 6 0 6 0 2 0 0 0 41 6 2 41 0 41 0 0 6 0 0 6 2 0 6 0 2 0 0 2 2 62 6 2 0 2 6 2 0 0 0 2 0 0 6 0 6 6 0 0 3 2 0 0 2 6 0 0 0 0 2 0 0 0 42 0 1 42 2 2 15 0 0 6 0 6 0 2 15 15 2 0 0 2 0
114146,1 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 46 0 0 0 0 0 170 1 0 0 170 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 33 1 0 33 1 23 0 23 23 23 1 0 0 1 0 1 0 0 1 2 1 0 1 1 0 1 0 1 8 0 0 0 0 1 2 1 0 0 1 0 2 0 1 0 1 0 0 1 0 2 0 0 0 0 0 3 28 1 2 1 0 2 1 1 1 1 1 0 0 0 1 2 2 7 0 1 0 0 2 26 0 1 3 1 1 0 0 2 26 0 3 3 1 0 1 1 0 0 1 1 1 1 0 3 0 36 0 3 25 25 25 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 28 3 0 28 223 34 1 28 34 34 1 0 3 34 28 3 0 10 0 10 3 0 10 1 3 1 2 21 2 1 0 17 17 0 1 0 0 3 2 2 2 3 1 0 0 2 0 2 2 1 0 2 2 2 2 2 0 2 3 2 2 2 2 2 2 3 3 0 107 0 0 3 0 0 1 2 0 0 1 3 0 1 1 1 1 0 3 1 2 0 0 3 3 2 2 0 11 0 11 3 0 3 105 16 1 1 1 1 1 0 0 1 0 0 3 3 2 0 0 0 3 1 0 1 1 1 0 0 1 1 0 3 0 1 1 43 1 1 0 77 0 1 0 3 0 3 2 1 3 0 0 0 1 0 2 96 1 0 2 0 3 77 4 2 77 3 0 7 2 1 4 0 0 4 0 0 0 2 0 1 0 96 0 1 1 0 1 0 1 0 2 1 0 0 0 1 0 0 22 0 22 22 1 0 1 2 0 77 0 0 77 1 0 1 1 1 1 0 0 0 2 0 2 1 2 0 0 15 1 15 0 1 0 62 2 3 0 0 2 3 2 1 1 0 1 1 0 1 0 1 1 0 66 1 42 0 1 44 0 42 2 3 0 42 2 2 2 2 2 0 42 0 3 87 1 2 15 0 2 2 2 2 2 3 0 0 3 1 0 0 3 1 1 0
7184,0 1 7 7 7 1 0 7 0 1 1 0 7 7 0 1 0 0 1 7 7 1 0 6 7 1 0 1 0 7 7 1 0 0 75 75 0 1 7 75 1 7 0 7 1 0 7 0 1 0 0 7 7 7 0 1 7 1 0 7 0 1 3 7 0 1 1 0 7 0 1 7 0 1 0 7 1 0 7 7 1 0 7 0 1 7 1 0 7 2 0 1 10 7 1 1 7 0 1 7 0 1 8 7 1 0 8 0 7 1 7 1 0 7 1 0 1 7 0 1 0 7 7 1 0 0 1 7 7 1 0 7 1 0 3 7 1 0 1 7 1 0 0 0 0 1 0 171 7 7 0 1 0 0 1 7 7 7 0 1 1 0 7 1 7 0 1 7 0 1 1 0 7 40 7 1 0 0 1 7 7 0 1 24 7 1 0 0 1 7 7 7 1 0 1 0 7 0 7 1 0 7 0 1 0 1 7 7 1 0 8 7 0 1 1 7 0 1 74 7 6 33 0 1 33 0 0 33 1 7 23 0 1 7 0 1 1 0 1 0 1 0 1 8 1 7 0 1 0 1 7 1 0 0 1 1 0 7 1 0 0 1 1 0 40 7 40 7 40 0 1 1 7 0 36 0 7 7 7 7 0 7 0 0 0 7 0 7 0 0 7 7 0 0 0 7 7 15 0 0 15 15 0 7 0 15 7 15 0 0 15 85 0 0 0 0 7 7 0 7 7 0 0 7 1 0 0 0 7 0 7 0 0 7 1 0 7 0 0 7 0 0 1 0 4 0 7 0 4 0 7 0 0 7 0 0 7 0 7 7 0 7 0 22 1 0 22 1 1 0 1 7 6 7 1 1 1 1 1 7 0 0 7 0 7 7 7 7 95 7 95 1 0 1 6 1 1 95 7 7 7 7 7 7 1 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 7 7 0 7 0 7 7 0 0 0 7 7 0 0 7 42 7 0 7 0 7 0 0 0 6 0 7 6 0 7 1 0 0 0 1 1 1 7 1 1 1 6 1 1
189455,0 73 73 0 0 73 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 24 0 0 0 0 79 29 29 29 29 0 0 0 0 0 0 0 0 0 0 0 0 142 0 142 82 82 142 0 0 0 0 5 82 5 5 82 5 25 0 36 0 36 25 0 25 36 25 0 36 5 25 0 36 25 0 36 0 25 25 36 0 25 36 25 0 305 5 25 0 0 0 25 467 5 25 0 25 0 0 27 0 27 5 5 5 5 5 5 5 0 27 27 0 27 0 27 0 0 27 0 27 0 27 0 113 5 5 5 5 1 0 0 0 0 5 5 5 5 5 0 0 0 0 0 0 0 6 6 0 6 0 0 0 0 0 0 0 0 77 77 5 77 0 5 5 0 0 0 0 0 0 0 5 0 0 38 0 0 10 0 0 5 5 34 0 5 5 5 5 5 5 5 5 0 10 10 0 0 10 10 0 0 10 0 10 10 0 10 0 0 10 10 0 0 17 0 17 0 17 0 17 0 17 0 17 0 0 17 3 0 17 17 0 17 0 17 0 5 5 5 5 0 0 0 17 0 17 0 0 0 0 0 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 5 5 0 0 0 0 0 0 0 2 0 0 0 0 0 11 8 92 97 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 5 5 0 101 101 0 0 5 0 0 0 8 0 0 0 0 0 0 0 0 0 5 5 5 5 0 37 5 0 37 37 0 0 37 37 0 0 37 0 37 0 0 37 37 0 0 17 17 0 0 17 17 0 0 17 0 0 0 0 5 5 5 5 0 0 57 0 5 5 5 5 150 150 0 174 5 5 5 5 0 146 85 64 5 146 146 0 0 0 0 4 0 0 15 0 35 0 35 35 0 0 0 0 5 0 85 5 15 0 0 15 15 0 0 15 5 5 0 0 0 5 2 0 0 0 0 77 0 0 5 2 0 315 315 315 0 0 315 315 0 315 289 82 5 2 0 4 0 0 43 4 1 1 5 0 0 1 1 0 0 1 1 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1 1 0 0 1 0 4 275 318 318 318 0 0 0 318 315 0 0 2 2 5 79 5 320 2 0 5 2 5 5 120 454 2 120 0 0 454 454 454 0 0 22 2 2 0 0 0 5 5 0 5 265 5 55 55 55 5 0 2 0 5 5 0 7 88 2 0 5 0 0 0 2 0 0 0 2 107 55 296 5 5 5 296 5 70 42 107 5 107 107
346921,1 0 1 0 1 2 0 1 1 0 0 1 2 0 1 0 2 0 7 6 7 1 84 0 17 2 1 0 2 1 0 2 3 1 0 0 2 0 1 0 73 0 73 0 73 0 73 0 1 0 2 10 1 7 1 0 8 1 1 0 0 1 0 0 1 0 1 2 1 0 1 0 1 1 1 0 1 32 1 32 1 0 32 46 1 1 1 0 2 1 1 1 0 0 1 1 0 1 0 0 1 0 2 6 16 6 16 2 0 16 16 1 0 7 1 2 11 1 1 46 46 46 1 1 0 0 1 1 0 1 0 2 0 0 8 1 2 0 0 1 2 1 0 33 1 0 23 1 0 6 6 2 1 1 11 6 0 2 1 2 0 2 8 1 6 1 0 2 2 0 2 1 0 2 6 1 2 0 6 1 0 6 0 1 0 6 0 6 6 0 1 0 6 91 6 0 91 1 1 0 91 6 7 2 6 91 7 0 1 1 25 36 0 6 25 2 7 0 6 4 26 7 4 26 0 6 4 1 27 0 26 122 58 60 6 60 7 54 1 0 1 6 1 6 0 7 6 7 0 0 7 0 0 60 9 23 6 23 23 0 0 38 6 7 7 40 38 0 6 1 38 0 6 1 0 6 7 1 1 10 0 0 10 7 6 1 0 6 7 2 0 10 1 6 2 21 0 0 17 2 1 1 2 17 6 0 2 2 2 2 1 0 6 2 0 6 2 2 1 0 6 0 0 0 6 12 0 6 6 2 0 6 2 0 2 0 6 2 0 6 1 0 1 22 2 0 6 6 0 0 1 2 2 6 2 2 0 1 6 1 0 1 0 6 0 1 1 6 2 6 6 2 0 1 6 0 0 6 2 0 6 0 6 1 0 1 6 1 1 1 1 1 1 1 1 0 1 89 37 2 0 11 2 7 1 2 2 7 0 6 2 2 2 2 0 2 6 0 6 0 6 6 0 0 0 6 1 0 0 7 6 0 1 1 0 16 6 7 0 6 7 7 7 0 33 44 6 0 95 2 0 1 22 2 2 0 7 2 1 6 1 1 1 0 0 7 0 7 1 0 7 0 2 0 6 15 0 6 1 7 6 0 0 6 0 0 6 0 6 7 2 0 6 6 0 2 15 2 0 2 2 0
404258,0 0 41 0 1 41 0 41 0 46 41 0 107 0 0 0 0 0 0 1 0 1 0 1 0 1 0 78 0 0 0 0 0 0 0 0 312 0 0 1 0 228 0 1 1 1 1 1 1 1 1 0 0 0 90 0 0 90 90 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 170 0 107 0 0 31 0 1 0 23 107 107 107 0 107 0 107 107 0 0 6 0 0 0 0 0 0 1 0 1 1 0 1 1 0 107 0 107 2 1 107 0 107 0 107 1 1 107 8 0 1 107 0 25 36 6 1 0 36 1 25 1 25 0 25 1 25 2 7 6 4 26 1 31 25 98 25 0 1 25 25 0 1 27 0 0 27 31 0 27 1 27 0 1 0 31 1 0 0 1 0 1 1 0 1 1 2 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 31 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 38 0 1 0 38 1 0 1 0 1 0 1 0 0 0 1 1 0 10 1 1 0 1 31 0 1 1 34 1 0 1 515 1 34 0 1 0 10 1 10 0 0 10 17 0 17 0 1 1 0 1 0 17 1 0 1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 11 0 1 1 1 1 1 1 1 1 0 11 1 1 1 0 1 0 11 11 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 0 37 1 1 1 0 37 1 89 148 1 1 0 17 1 17 1 1 0 17 0 1 0 1 0 0 0 1 0 0 1 0 1 0 1 1 68 1 0 1 1 68 0 0 1 0 0 1 0 0 4 1 0 110 0 1 110 0 1 110 0 0 1 0 1 0 1 0 35 0 1 1 1 0 15 0 1 1 0 1 1 0 1 1 0 1 0 15 0 1 0 1 15 1 0 15 85 1 1 0 1 0 1 0 1 0 1 85 85 15 15 0 31 1 43 1 0 1 43 0 1 1 1 1 0 1 0 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 4 1 0 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1 1 2 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 0 1 107 1 66 66 1 1 0 1 0 44 0 31 44 1 0 42 1 44 0 1 1 145 1 0 31 1 1 1 145 80 1 0 31 1 0
